"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
1794,,"henriM","Ganglberger E. Grunberger K. Sponer B. Radauer C. Breiteneder H. Boltz-Nitulescu G. Scheiner O. Jensen-Jarolim E.","Allergen mimotopes for 3-dimensional epitope search and induction of antibodies inhibiting human IgE","FASEB J",,2000,"14",,,"2177","2184","There is no definite information available on the structural characteristics of IgE binding epitopes on allergenic molecules, although it is widely accepted that most of them are conformational. In the current study we aimed to characterize the IgE epitop",VRAI
1795,,"henriM","Tang B. Banerjee B. Greenberger PA. Fink JN. Kelly KJ. Kurup VP.","Antibody binding of deletion mutants of Asp f 2, the major Aspergillus fumigatus allergen","Biochem Biophys Res Commun",,2000,"270",,,"1128","1135","Asp f 2, a 268 amino acid major allergen from Aspergillus fumigatus (Af) demonstrated nine linear IgE binding regions. It is not known whether any of these linear epitopes are also conformatory epitopes. Hence, we constructed deletion mutants of Asp f 2 d",FAUX
1796,,"henriM","Takai T. Mori A. Yuuki T. Okudaira H. Okumura Y.","Non-anaphylactic combination of partially deleted fragments of the major house dust mite allergen Der f 2 for allergen-specific immunotherapy","Mol Immunol",,1999,"36",,,"1055","1065","Allergen-specific immunotherapy, in which repeated injections of allergens over prolonged periods are used to induce tolerance, has proven an effective treatment of allergy. A major side effect of allergen-specific immunotherapy is anaphylactic reaction. ",FAUX
1797,,"henriM","Diener C. Frenzel K. Wiebicke K. Schlenvoigt G. Fuster R. Jäger L.","[Allergen analysis of mugwort pollen (Artemisia vulgaris) using crossed radioimmunoelectrophoresis and radioallergosorbent test inhibition]","Allerg Immunol (Leipz)",,1988,"34",,,"3","9","It could be identified 43 antigens of mugwort pollen (Artemisia vulgaris), 31 migrating anodically and 12 cathodically, by means of crossed immunoelectrophoresis (CIE). Eleven antigens bound human IgE-antibodies in crossed radioimmunoelectrophoresis (CRIE",FAUX
1798,,"henriM","Jaggi KS. Gangal SV.","Isolation and identification of pollen allergens of Artemisia scoparia","J Allergy Clin Immunol",,1987,"80",,,"562","572","The allergenic proteins of Artemisia scoparia pollen were separated and identified with ammonium sulfate precipitation, ion-exchange chromatography, gel filtration, and RAST-inhibition techniques. The important allergenic component Artemisia VI b that con",FAUX
1799,,"henriM","Nilsen BM. Paulsen BS.","Allergens in pollen from mugwort (Artemisia vulgaris L.). II. Characterization of a crude and a partly purified extract of mugwort pollen with particular emphasis on the glycoprotein allergen Ag7","Int Arch Allergy Appl Immunol",,1986,"80",,,"113","121","A crude and a partly purified extract of mugwort pollen were characterized with particular emphasis on the glycoprotein allergen Ag7. Crossed immunoaffinoelectrophoresis with immobilized Con A in the intermediate gel demonstrated binding of Ag7 to this le",FAUX
1800,,"henriM","Hernandez J. Garcia Selles FJ. Pagan JA. Negro JM.","[Immediate hypersensitivity to fruits and vegetables and pollenosis]","Allergol Immunopathol (Madr)",,1985,"13",,,"197","211","Various works have been published, mainly by Scandinavian authors, in which a partial immunological identity has been found to exist between birch pollen and hazelnut and apple. However, our attention has been particularly drawn to the high proportion of ",FAUX
1801,,"henriM","Ipsen H. Formgren H. Lowenstein H. Ingemann L.","Immunochemical and biological characterization of a mugwort (Artemisia vulgaris) pollen extract","Allergy",,1985,"40",,,"289","294","A reference extract of mugwort pollen (Artemisia vulgaris) was characterized by crossed immunoelectrophoresis (CIE), crossed radio immunoelectrophoresis (CRIE) and quantitative skin prick test (QSPT). CIE revealed that the extract contained at least 42 di",FAUX
1802,,"henriM","Smestad-Paulsen B. Flo L. Nesje G. Wold JK.","Allergens in pollen from mugwort (Artemisia vulgaris L.). I. Partial characterization of allergen preparations from mugwort pollen with emphasis on the carbohydrate moiety","Int Arch Allergy Appl Immunol",,1985,"78",,,"206","212","The results obtained in these studies show that certain mugwort allergens are extracted after 5 min extraction time and that there is little difference whether phosphate-buffered saline or NH4HCO3 is used as extraction buffer. An extraction time of 1 h ap",FAUX
1803,,"henriM","Hausen BM. Schulz KH.","Chrysanthemum allergy III. Identification of the allergens","Arch Dermatol Res",,1976,"255",,,"111","121","Experimental and chemical studies in guinea pigs on contact allergy caused by Chrysanthemum indicum L. (Chrysanthemum of the florists) led to the isolation of several sesquiterpene lactones. From the crude extract of dried flowers 12 fractions were obtain",FAUX
1804,,"henriM","Cadot P. Kochuyt AM. Deman R. Stevens EA.","Inhalative occupational and ingestive immediate-type allergy caused by chicory (Cichorium intybus)","Clin Exp Allergy",,1996,"26",,,"940","944","We report a first case of occupational allergy to chicory (Cichorium intybus) in a vegetable wholesaler. Symptoms occurred after oral, cutaneous or inhalatory exposure. The patient also reported reactions after ingestion of botanically related endive (Cic",VRAI
1805,,"henriM","Helbling A. Peter C. Berchtold E. Bogdanov S. Müller U.","Allergy to honey: relation to pollen and honey bee allergy","Allergy",,1992,"47",,,"41","49","To identify the allergenic components of honey we studied 22 patients with a history of systemic allergic symptoms following honey ingestion. The group of honey-allergic patients was compared with three control groups: 10 subjects sensitized to artemisia,",VRAI
1806,,"henriM","Nilsen BM. Grimsoen A. Paulsen BS.","Identification and characterization of important allergens from mugwort pollen by IEF, SDS-PAGE and immunoblotting","Mol Immunol",,1991,"28",,,"733","742","Mugwort (Artemisia vulgaris L.) pollen allergens, separated by SDS-PAGE or IEF, were identified after transfer to NCM by incubation with a panel of sera from 16 patients with clinical mugwort pollen allergy, followed by [125I]anti-IgE and autoradiography.",FAUX
1807,,"henriM","Herold DA. Wahl R. Maasch HJ. Hausen BM. Kunkel G.","Occupational wood-dust sensitivity from Euonymus europaeus (spindle tree) and investigation of cross reactivity between E.e. wood and Artemisia vulgaris pollen (mugwort)","Allergy",,1991,"46",,,"186","190","A 44-year-old goldsmith suffered from rhinitis and conjunctivitis after having worked with wood dust from Euonymus europaeus (E.e.) for 15 years. The material was used for drying pieces of jewelry. Very strong reactions could be seen after friction test, ",VRAI
1808,,"henriM","Park HS. Hong CS. Choi HJ. Hahm KS.","Identification and partial purification of pollen allergens from Artemisia princeps","Yonsei Med J",,1989,"30",,,"346","354","The pollen of Artemisia has been considered as the main late summer-autumn allergen source in this country. To identify its allergenic components, Artemisia princeps pollen extracts were separated by 10% sodium dodecylsulfate polyacrylamide gel electropho",FAUX
1809,,"henriM","Robinson C. Baker SF. Garrod DR.","Peptidases allergens, occludin and claudins. Do their interactions facilitate the development of hypersensitivity reactions at mucosal surfaces ?","Clin Exp Allergy",,2001,"31",,,"186","192",,VRAI
1810,,"henriM","Kanny G. Chenuel B. Moneret-Vautrin DA.","Chronic urticaria to wheat","Allergy",,2001,"56",,,"356","357",,VRAI
1811,,"henriM","Nettis E. Dambra P. Traetta PL. Loria MP. Ferrannini A. Tursi A.","Systemic reactions on SPT to latex","Allergy",,2001,"56",,,"355","356",,VRAI
1812,,"henriM","Roberts G. Lack G.","Food allergy: getting more out of your skin prick tests","Clin Exp Allergy",,2000,"30",,,"1495","1498","-",VRAI
1813,,"henriM","Novalbos A. Sastre J. Cuesta J. De las Heras M. Lluch-Bernal M. Bombin C. Quirce S.","Lack of allergic cross-reactivity to cephalosporins among patients allergic to penicillins","Clin Exp Allergy",,2001,"31",,,"438","443",,VRAI
1814,,"henriM","Vadas P. Wai Y. Burks W. Perelman B.","Detection of peanut allergens in breast milk of lactating women","JAMA",,2001,"285",,,"1746","1748","CONTEXT: Most individuals who react to peanuts do so on their first known exposure. A potential but unproven route of occult exposure resulting in sensitization to peanut is via breast milk during lactation. OBJECTIVE: To investigate the ability of matern",VRAI
1815,,"henriM","Banerjee B. Kanitpong K. Fink JN. Zussman M. Sussman GL. Kelly KJ. Kurup VP.","Unique and shared IgE epitopes of Hev b 1 and Hev b 3 in latex allergy","Mol Immunol",,2000,"37",,,"789","798","Of the several latex proteins cloned and expressed, the rubber elongation factor, Hev b 1, and the closely related Hev b 3, represent two major allergens associated with latex allergy. Although both allergens demonstrated IgE binding with sera from latex ",VRAI
1816,,"henriM","Rancé F.","Les allergies alimentaires actuelles de l'enfant","Allerg Immunol (Paris)",,2000,"32",,,"366","376","Changes of dietary habits, new food technology, international meals and increasing consumption of exotic food has changed the repartition of food allergens. Some food allergens are worrisome and symptoms severe (peanut and nut butters). Others are new and",FAUX
1817,,"henriM","Liaw S. Lee DY. Chow L. Lau GX. Su SN.","Structural characterization of the 60-kDa bermuda grass pollen isoallergens, a covalent flavoprotein","Biochem Biophys Res Commun",,2001,"280",,,"738","743","(erratum appears in Biochem Biophys
  Res Commun 2001 Mar 16;281(5):1359)
Our studies suggest a tripartite structure for the 60-kDa allergen of
  Bermuda grass pollen (BG60) including a short N-terminal segment, a
  FAD-binding domain, and a C-termina",VRAI
1818,,"henriM","Fowler MR. Gartland J. Norton W. Slater A. Elliott MC. Scott NW.","RS2: a sugar beet gene related to the latex allergen Hev b 5 family","J Exp Bot",,2000,"51",,,"2125","2126","A novel gene (RS2) has been isolated from a Beta vulgaris (cv. Regina) cDNA library. The expression of this gene was enhanced in the mature storage organ as compared to leaf tissue. The protein encoded by this gene was found to be alanine- and glutamic ac",FAUX
1819,,"henriM","Kay AB.","Allergy and allergic diseases. 1st part","N Engl J Med",,2001,"344",,,"30","37",,VRAI
1820,,"henriM","Schocker F. Lüttkopf D. Müller U. Thomas P. Vieths S. Becker WM.","IgE binding to unique hazelnut allergens: identification of non pollen-related and heat-stable hazelnut allergens eliciting severe allergic reactions","Eur J Nutr",,2000,"39",,,"172","180","BACKGROUND: Usually hazelnut allergic patients suffer from the tree pollen associated oral allergy syndrome (OAS) caused by cross-reactive structures. Anaphylactic reactions elicited by hazelnuts happen rarely but are of high clinical significance. Consid",VRAI
1821,,"henriM","Han GD. Matsuno M. Ito G. Ikeucht Y. Suzuki A.","Meat allergy: investigation of potential allergenic proteins in beef","Biosci Biotechnol Biochem",,2000,"64",,,"1887","1895","The potential allergenic proteins in beef were investigated. The sera of ten beef-allergic patients suffering from atopic dermatitis and having a positive RAST score to beef, aged 3-18 years, were obtained from Yoshida Hospital in Japan, and five non-alle",VRAI
1822,,"henriM","Takai T. Ichikawa S. Hatanaka H. Inagaki F. Okumura Y.","Effects of proline mutations in the major house dust mite allergen Der f 2 on IgE-binding and histamine-releasing activity","Eur J Biochem",,2000,"267",,,"6650","6656","Der f 2 is the major group 2 allergen from house dust mite Dermatophagoides farinae and is composed of 129 amino-acid residues. Wild-type and six proline mutants of Der f 2 (P26A, P34A, P66A, P79A, P95A, and P99A) expressed in Escherichia coli were refold",VRAI
1823,,"henriM","Flicker S. Vrtala S. Steinberger P. Vangelista L. Bufe A. Petersen A. Ghannadan M. Sperr WR. Valent P. Norderhaug L. Bohle B. Stockinger H. Suphioglu C. Ong EK. Kraft D. Valenta R.","A human monoclonal IgE antibody defines a highly allergenic fragment of the major timothy grass pollen allergen, Phl p 5: molecular, immunological, and structural characterization of the epitope-containing domain","J Immunol",,2000,"165",,,"3849","3859","Almost 90% of grass pollen-allergic patients are sensitized against group 5 grass pollen allergens. We isolated a monoclonal human IgE Fab out of a combinatorial library prepared from lymphocytes of a grass pollen-allergic patient and studied its interact",VRAI
1824,,"henriM","Cosgrove DJ.","Loosening of plant cell walls by expansins","Nature",,2000,"407",,,"321","326","Plant cell walls are the starting materials for many commercial products, from lumber, paper and textiles to thickeners, films and explosives. The cell wall is secreted by each cell in the plant body, forming a thin fibreglass-like network with remarkable",VRAI
1825,,"henriM","Tanabe S. Watanabe J. Oyama K. Fukushi E. Kawabata J. Arai S. Nakajima T. Watanabe M.","Isolation and characterization of a novel polysaccharide as a possible allergen occurring in wheat flour","Biosci Biotechnol Biochem",,2000,"64",,,"1675","1680","Purification and identification of a non-protein allergen in wheat flour are reported. A polysaccharide, with a mol. wt. of 5.0 x 104 was identified as a potential wheat allergen from a water soluble fraction of flour. Purification of the polysaccharide w",VRAI
1826,,"henriM","Kennedy MW.","The nematode polyprotein allergens/antigens","Parasitol Today",,2000,"16",,,"373","380","Interest in the nematode polyprotein allergens/antigens (NPAs) originally arose because they were often found to be immunodominant antigens of nematode parasites, and in some cases also potent allergens. Quite separately, they attracted attention as the '",VRAI
1827,,"henriM","Hiserodt RD. Swijter DF. Mussinan CJ.","Identification of atranorin and related potential allergens in oakmoss absolute by high-performance liquid chromatography-tandem mass spectrometry using negative ion atmospheric pressure chemical ionization","J Chromatogr A",,2000,"888",,,"103","111","This paper describes the first high-performance liquid chromatographic-tandem mass spectrometric method for the identification of atranorin and related potential allergens in oakmoss absolute. Oakmoss absolute is ubiquitous in the fragrance industry and i",FAUX
1828,,"henriM","Hird H. Pumphrey R. Wilson P. Sunderland J. Reece P.","Identification of peanut and hazelnut allergens by native two-dimensional gel electrophoresis","Electrophoresis",,2000,"21",,,"2678","2683","A procedure for the native two-dimensional electrophoresis of peanut and hazelnut proteins is described. Proteins were solubilised after acetone treatment using a combination of 3-[(3-cholamidopropyl)dimethylammonio]-1-propanesulfonate (CHAPS) and tetrame",FAUX
1829,,"henriM","Korematsu S. Tanaka Y. Hosoi S. Koyanagi S. Yokota T. Mikami B. Minato N.","C8/119S mutation of major mite allergen Derf-2 leads to degenerate secondary structure and molecular polymerization and induces potent and exclusive Th1 cell differentiation","J Immunol",,2000,"165",,,"2895","2902","Hyposensitization therapy for atopic diseases has been conducted for decades but suffered from many problems including anaphylactic reactions. We previously developed a mutant protein of the major mite allergen Derf-2, C8/119S, which showed reduced bindin",VRAI
1830,28-mars-02,"henriM","Larsen JN. Lowenstein H.","Allergen vaccines for specific diagnosis","Clin Allergy Immunol",,2000,"15",,,"1","51","pas d'abstract",FAUX
1831,,"henriM","Straumann F. Wüthrich B.","Food allergies associated with birch pollen: comparison of Allergodip and Pharmacia CAP for detection of specific IgE antibodies to birch pollen related foods","J Investig Allergol Clin Immunol",,2000,"10",,,"135","141","Sera from 42 patients sensitive to birch pollen were investigated in a pilot study with the new Allergodip screening dipstick for cross-reactive allergens (Allergopharma). The dipstick contained nine separate allergen pads with extracts from birch pollen,",FAUX
